Period;Seller;SKU;Revenue;Sales;Balance;Turnover days;Base price;Basic Sale;Basic Sale Price;Price with WB wallet;Comments;Days in website;Search cpm avg
янв;ИП Yernat Lux;320178144;0;0;0;0;46000;95;2163;2119;0;2;0
янв;ИП АН А А;3763481314;10971;8;1;4;30597;534;19290;18897;618;2494;0
янв;ИП Абдигали;476198635;175693;128;0;0;10000;136;3156;3092;679;454;0
янв;ИП Абдукаримова;320238059;0;0;0;0;2500;5;2352;2304;0;2;0
янв;ИП Абдукеримова Н М;4625887597;0;0;0;0;34300;515;24399;23903;0;2750;0
янв;ИП Абдулгамидов А Х;316062541;0;0;0;0;1800;47;937;918;36;5;0
янв;ИП Абдулманапов А П;29803537705;583;1;2;-2;209692;3857;136578;133798;19;14118;0
янв;ИП Абдулманапов Ш П;4919061333;0;0;0;0;32620;286;26843;26298;0;448;0
янв;ИП Абильтаева;1551451607;0;0;0;0;13400;344;6823;6684;0;2107;0
янв;ИП Абрамов Антон Владимирович;770628564;44508;31;474;667;6200;93;4252;4166;10;440;0
янв;ИП Абрамова О П;4975056167;4522559;3596;2610;1402;36350;613;25744;25219;3692;6334;0
янв;ИП Абубакиров;3973550420;602708;242;170;17;67000;902;28826;28239;200;2981;0
янв;ИП Агабегова С Ш;4944299824;14642;12;2;-2;37800;862;20334;19917;29;2609;0
янв;ИП Азаев Р З;754353925;0;0;0;0;7700;128;4341;4253;3;541;0
янв;ИП Айгерим;765193012;0;0;0;0;4850;116;2956;2896;1;483;0
янв;ИП Алдарова;244464392;0;0;0;0;5000;70;1476;1446;0;197;0
янв;ИП Алескерова С А;676001559;0;0;0;0;5800;84;4176;4091;0;806;0
янв;ИП Алиев А М;3337644254;0;0;0;0;26050;272;21192;20758;10;4445;0
янв;ИП Алиева З А;2685066984;28604;21;0;0;24940;398;16556;16219;353;3531;0
янв;ИП Алиева З З;1638723690;10999;9;3;8;21270;438;7904;7743;20;1666;0
янв;ИП Алиева И Г;9919538567;1394;1;1;-1;65360;737;50970;49932;12;2070;0
янв;ИП Алиханов М Н;257896750;0;0;0;0;2000;41;1166;1142;0;147;0
янв;ИП Алхайров;1165866056;2919;2;0;0;25000;341;7854;7695;22;1220;0
янв;ИП Алхайрова;2109199084;4253;3;0;0;23590;472;10902;10679;1760;2187;0
янв;ИП Амина;1076339235;0;0;0;0;10340;66;8613;8439;92;438;0
янв;ИП Андрей Ким;5795082198;22541;13;1;4;44439;729;29825;29219;251;3002;0
янв;ИП Арайлым;1034075356;0;0;0;0;9100;202;3908;3828;5;568;0
янв;ИП Арчаков Р А;212171635;0;0;0;0;2300;28;1656;1622;0;341;0
янв;ИП Асылова;4432698825;6590;4;1;-1;32550;114;30241;29628;76;3678;0
янв;ИП Ахматгириева А С;611395267;0;0;0;0;5800;91;3136;3073;0;77;0
янв;ИП Ахмедов А М;6499881053;19577;14;2;-2;109380;1484;43943;43052;898;6016;0
янв;ИП Ахмедова;744729079;0;0;0;0;8500;170;4875;4776;125;1834;0
янв;ИП Ахмедова У Д;263238969;0;0;0;0;3000;55;1335;1308;1;129;0
янв;ИП Ахметова;316707088;0;0;0;0;8000;74;2032;1991;3;7;0
янв;ИП Ачкасов Максим Геннадьевич;226679324;2463;3;0;0;3000;74;777;761;83;274;0
янв;ИП Аяла;964684377;0;0;0;0;24000;248;9028;8844;2;859;0
янв;ИП Байсейтова;1385240264;0;0;0;0;36000;486;6694;6558;29;1557;0
янв;ИП Балиев А Г;1197793282;0;0;0;0;9050;126;6702;6566;5;1100;0
янв;ИП Балнур;220105481;0;0;0;0;5995;43;3384;3316;0;307;0
янв;ИП Баринова Т Ю;519942520;0;0;0;0;3080;56;2217;2172;0;257;0
янв;ИП Бармина И С;1401172205;0;0;0;0;10150;258;5663;5547;36;1483;0
янв;ИП Бачурина Е А;1731398615;0;0;0;0;12600;196;8457;8285;0;401;0
янв;ИП Бейбит;316609498;0;0;49;-1;4500;59;1814;1777;0;1;138
янв;ИП Бейсембаева;303673545;2167932;883;80;2;4000;32;2707;2652;147;43;0
янв;ИП Бейспекова;1234806919;1257;1;1;14;10750;198;6514;6380;15;948;0
янв;ИП Белов Г В;520388708;0;0;0;0;3080;56;2217;2172;0;257;0
янв;ИП Бехтер Н Ю;6342176984;0;0;0;0;129573;912;77225;75669;0;1951;0
янв;ИП Бозжаев;287196554;0;0;0;0;2200;21;1717;1682;0;66;0
янв;ИП Болодис А С;744160964;1731;2;0;0;5620;116;3440;3369;1;585;0
янв;ИП Борисенко Елена Владимировна;6411982435;1259038;777;656;416;103741;1609;56213;55072;1912;20657;1402
янв;ИП Борисова Елена Николаевна;6155832153;25774;13;27;239;90655;1172;43266;42388;267;2796;0
янв;ИП Ботов Н В;2780008376;4186462;2913;1176;339;42183;724;18374;18000;1464;4392;2261
янв;ИП Бурянина М А;785854657;5727;4;0;0;14566;229;5828;5710;151;1645;0
янв;ИП Бутаев А М;639194691;0;0;0;0;4500;32;3780;3704;0;4;0
янв;ИП Варичкина О Н;3149618915;187;1;0;0;16600;369;10595;10378;3;704;0
янв;ИП Власов С В;3546347572;242727;188;1318;2300;56935;1039;21608;21166;1420;5521;1895
янв;ИП Воронов Константин Станиславович;523412518;0;0;0;0;4613;56;3320;3253;0;269;0
янв;ИП Воронова Мария Александровна;523412467;0;0;0;0;4613;32;3874;3796;0;269;0
янв;ИП Гаджиев М Х;9202085841;11827;10;4;2;70000;1177;46626;45677;86;5648;0
янв;ИП Газиев О М;303183358;0;0;0;0;1800;26;1315;1288;0;44;0
янв;ИП Газимагомедов М А;2169489194;0;0;0;0;14500;299;9015;8831;0;831;0
янв;ИП Гаммер Л А;203843903;0;0;0;0;1600;28;1152;1128;2;351;0
янв;ИП Гарьянова Т Ю;974392395;0;0;0;0;14500;181;7842;7683;0;800;0
янв;ИП Гаухар;701729646;0;0;0;0;11380;199;3772;3695;4;550;0
янв;ИП Гахармани А В;1353270818;0;0;0;0;16500;224;11877;11635;2;4358;0
янв;ИП Горяной Д В;7989475100;0;0;0;0;80505;891;56621;55473;1;4217;0
янв;ИП Гринина А С;1162578165;5193;4;27;550;14000;257;4626;4531;20;244;0
янв;ИП Гринь О Г;548889197;0;0;0;0;4689;118;1906;1867;0;190;0
янв;ИП Гулназ М;591231847;32772;15;0;0;6900;66;4536;4445;90;116;0
янв;ИП Гуревич Евгений Семенович;33005343;5450;4;0;0;7490;129;2628;2575;104;2918;0
янв;ИП Давудов Н Э;312911968;0;0;0;0;2170;33;1437;1408;0;15;0
янв;ИП Давудова З Н;312186304;0;0;0;0;2300;20;1835;1798;0;14;0
янв;ИП Дария;978731891;0;0;0;0;20000;269;6408;6277;0;787;0
янв;ИП Дейнега Ю В;1477716880;0;0;0;0;18515;356;5329;5220;1;284;0
янв;ИП Джамуева Д Б;192065710;0;0;0;0;2580;40;1541;1510;0;428;0
янв;ИП Джаназаров;663656787;0;0;0;0;10650;215;2938;2878;2;908;0
янв;ИП Дженетов З Б;1952573893;0;0;0;0;16330;201;11631;11396;6;621;0
янв;ИП Джугло И Е;2186889443;4677;3;609;370;52388;544;11047;10822;0;7;0
янв;ИП Дин Ислам;1136074446;0;0;0;0;10600;46;9448;9257;6;1376;0
янв;ИП Динисламова Ж Н;530606642;0;0;0;0;6700;123;2454;2404;0;240;0
янв;ИП Дорожко;562670406;1349;1;0;0;4588;10;4315;4228;4;199;0
янв;ИП ЕЛ Онды;1604389177;0;0;0;0;11245;45;10139;9934;0;2;0
янв;ИП Елгондиева;1923286196;0;0;0;0;11700;158;8450;8277;0;10;0
янв;ИП Елеуова;633833497;0;0;0;0;7700;104;3621;3548;0;15;0
янв;ИП Ермакова М М;7241922560;0;0;2;-2;79483;889;56277;55136;1;7209;0
янв;ИП Ешиль К В;1793874647;0;0;0;0;19810;415;8073;7908;0;1051;0
янв;ИП Жапарова Гулайым Рахатбековна;1857374416;0;0;0;0;15050;306;8337;8166;0;831;0
янв;ИП Жапарова М Т;582553405;0;0;0;0;10500;158;2172;2128;0;128;0
янв;ИП Желнин Е П;1779848987;0;0;0;0;24893;288;12828;12568;0;330;0
янв;ИП Женишбекова А Ж;7198325841;4676529;3211;1311;319;68657;1257;34496;33794;4858;2608;946
янв;ИП Жеткерген;1131696783;0;0;0;0;10010;243;5055;4951;0;1398;0
янв;ИП Жумаханов;6028722235;0;0;0;0;47181;631;31065;30437;1;135;0
янв;ИП Зайнелканов;636860304;0;0;0;0;14000;135;4477;4386;0;6;0
янв;ИП Захарова О В;5871271742;0;0;0;0;83097;1211;40507;39688;2;4639;0
янв;ИП Ибрагимов К Ш;463769036;0;0;1;-1;3011;32;2528;2476;0;498;0
янв;ИП Ибраимова;1809125456;1498;1;0;0;12409;55;11187;10961;235;239;0
янв;ИП Ивкин Данил Александрович;468625488;17918;16;121;456;6100;123;3539;3467;169;1791;238
янв;ИП Идрисова Н Ш;3783011871;0;0;0;0;29250;369;21384;20949;5;1857;0
янв;ИП Ильясова П М;36081250945;36717;28;11;0;466100;3910;345720;338742;1678;38236;714
янв;ИП Иманмурзаева Ж М;1492228644;0;0;0;0;12249;127;9256;9069;0;298;0
янв;ИП Исабекова;6837372611;0;0;1;-1;425790;1005;81262;79624;0;2510;0
янв;ИП Казбек;2465412024;3864;2;1;-1;58000;607;18469;18095;288;1050;138
янв;ИП Кайыржан;690107801;0;0;0;0;4600;155;2198;2152;2;787;0
янв;ИП Калистрина В А;933591022;33231;17;269;453;14150;179;5671;5556;645;36;435
янв;ИП Камбаралиев;3510186991;1990787;835;228;274;203455;823;65302;63992;1461;551;661
янв;ИП Канатбаев Б А;316385378;0;0;0;0;3000;50;1495;1465;0;8;0
янв;ИП Канищева А С;697536238;699;1;1;-1;4002;64;3173;3108;5;731;0
янв;ИП Каримбердиев;873264143;0;0;0;0;13110;25;12331;12082;1;2565;0
янв;ИП Каримов Р Ж;484510533;0;0;0;0;7400;142;2130;2086;5;368;0
янв;ИП Карлыгаш;1189165846;171671;165;50;39;27995;398;5608;5493;639;1145;0
янв;ИП Касулин А А;839474070;0;0;0;0;13347;93;9070;8888;0;269;0
янв;ИП Касымхан;412974381;0;0;0;0;14000;172;1915;1875;0;727;0
янв;ИП Ким;4302380016;849314;360;161;4;36468;565;24185;23693;1968;2714;0
янв;ИП Ким Е А;1255037460;0;0;0;0;8155;78;6460;6329;6;52;1531
янв;ИП Кисслер К;340841292;0;0;0;0;15000;159;2970;2909;0;1092;0
янв;ИП Ковальчук Анастасия Александровна;4340933924;271884;175;124;696;104701;1704;55232;54110;2576;27773;0
янв;ИП Когай;2458835606;950;1;0;0;27080;267;18054;17687;5;712;0
янв;ИП Коншина Карина Владимировна;1182770141;558913;330;814;349;17300;204;8399;8230;2625;98;1288
янв;ИП Корбут А Д;1515922073;0;0;0;0;18390;236;9603;9409;0;200;0
янв;ИП Корнев А В;152767312;0;0;0;0;2628;46;1400;1372;0;248;0
янв;ИП Коростин В О;6383340729;2995;9;0;0;44387;640;30653;30030;152;1967;0
янв;ИП Косметиста;5390064670;40645;30;36;95;58622;1159;25972;25442;346;3870;0
янв;ИП Костров А С;1032554403;394338;284;245;188;9250;258;3226;3159;156;348;250
янв;ИП Котова Х В;241819798;0;0;0;0;2500;80;499;489;2;210;0
янв;ИП Кузина Зоя Тимофеевна;483802925;0;0;0;0;4350;92;2335;2288;6;412;0
янв;ИП Куликова Е А;525765396;0;0;0;0;4000;59;2802;2745;0;252;0
янв;ИП Куртымов Д С;2126958161;7267;5;0;0;19230;356;10462;10249;304;1005;0
янв;ИП Кучумов А К;217671987;0;0;0;0;1700;28;1224;1199;23;317;0
янв;ИП Кучумова Г Г;217671951;3740;3;0;0;2000;35;1296;1270;13;317;0
янв;ИП ЛИ Ю В;563665583;0;0;0;0;4900;84;3528;3456;17;1336;0
янв;ИП Ландик Г А;1553266177;1225;1;22;638;10099;158;7321;7173;121;874;0
янв;ИП Лигай;322585596;0;0;0;0;4187;129;1542;1510;4;1248;0
янв;ИП Лигай Л Г;1719825272;64722;52;26;4;21794;389;7617;7462;49;431;150
янв;ИП Липунова Э Р;1919761309;0;0;0;0;66520;500;10931;10710;0;12;0
янв;ИП Липчак М С;1758508911;50026;30;193;1607;18790;282;11240;11012;296;1387;0
янв;ИП Литвиненко А Д;3354177073;11994;33;55;1369;28732;555;15236;14926;34;907;0
янв;ИП Лузан Г П;2259676999;1312;4;0;0;11200;206;8030;7867;5;422;0
янв;ИП Лыков А В;833135070;3571;3;79;677;6100;164;2763;2706;336;266;0
янв;ИП Ляниченко;211068988;0;0;0;0;2200;28;1584;1552;0;346;0
янв;ИП Магомедов С А;2111027113;0;0;1;-1;14300;180;10927;10705;4;1109;0
янв;ИП Магомедова С И;2147949623;1110;1;0;0;40000;517;14640;14344;2;2254;0
янв;ИП Мадышанов;2385502156;1021;1;0;0;13900;363;8277;8108;207;784;0
янв;ИП Макаров Николай Николаевич;718548800;0;0;0;0;5216;84;3754;3677;0;651;0
янв;ИП Максатбеккызы;461684975;0;0;0;0;4500;48;3386;3317;16;518;0
янв;ИП Малачилов Ш А;531748709;0;0;0;0;6250;165;2589;2536;0;1506;0
янв;ИП Малютина С А;9055913333;0;0;0;0;84050;953;58989;57793;3;3049;0
янв;ИП Маметова;1511488985;5080;2;0;0;13530;39;12416;12165;9;229;0
янв;ИП Манукян Д И;210493563;0;0;0;0;3300;28;2356;2308;0;349;0
янв;ИП Манхэттан;338288013;0;0;0;0;6500;52;4769;4672;0;1126;0
янв;ИП Маратович;264153718;0;0;0;0;7000;82;1243;1218;2;112;0
янв;ИП Мари;3544670231;1666593;728;488;16;33420;482;22626;22167;330;3585;0
янв;ИП Машанло;317824565;0;0;0;0;3500;52;1646;1613;0;4;0
янв;ИП Мери;2288028695;2640;2;4;58;19290;308;13281;13010;3;2688;0
янв;ИП Милана;1654950418;0;0;1;-1;69885;424;19534;19140;1;532;0
янв;ИП Мирзамагомедова У Г;676164658;0;0;0;0;8220;213;2318;2270;5;854;0
янв;ИП Мирзоев К Г;228115472;0;0;0;0;1990;28;1432;1403;0;273;0
янв;ИП Мирзоева Т Б;599461735;1415;1;0;0;2800;64;1841;1803;0;99;0
янв;ИП Мирохин Евгений Антонович;5565704871;0;0;0;0;74771;1073;42287;41430;48;6985;0
янв;ИП Морозова Е А;731607163;5106;4;23;5;8000;148;3951;3871;188;570;0
янв;ИП Муртазалиев И С;18916097952;23432;13;6;14;223370;1886;166208;162853;1000;16278;600
янв;ИП Мус;454680557;0;0;0;0;3073;74;1926;1887;4;554;0
янв;ИП Мялкина Т В;196691576;0;0;0;0;2000;28;1440;1411;0;410;0
янв;ИП Назар;1727566521;1073;1;2;-2;44250;546;16761;16422;74;3863;0
янв;ИП Накипова З М;337992680;0;0;0;0;3700;91;2019;1978;1;1113;0
янв;ИП Насрулаева П М;317447862;0;0;0;0;10000;81;1848;1811;0;6;0
янв;ИП Насрулаева У Р;308122884;0;0;0;0;2000;31;1368;1340;0;29;0
янв;ИП Нур Дин;227511667;0;0;0;0;1500;61;572;560;2;276;0
янв;ИП Нуржан;316357387;0;0;0;0;4600;58;1932;1893;0;9;351
янв;ИП Нуридинова З Н;5827670872;4649;3;0;0;107700;1463;38491;37709;5;3783;0
янв;ИП Объедкова;1503541994;625954;1341;476;275;10590;190;6487;6355;90;230;928
янв;ИП Олизко Е Б;3467355795;110255;193;368;1221;35794;669;19479;19082;1725;4435;0
янв;ИП Омарова;1334422810;3066;2;2;5;19000;287;7671;7515;370;624;0
янв;ИП Оригинальная Корейская Косметика;222017688;0;0;0;0;980;28;705;690;0;299;0
янв;ИП Орманбекова;634705656;0;0;0;0;8300;110;3672;3597;0;11;0
янв;ИП Оспанов Кайрат;5879758995;0;0;0;0;52081;379;41633;40794;0;502;0
янв;ИП Павловский В Ю;1696245521;1924;1;5;-2;28770;440;14451;14157;606;4076;0
янв;ИП Пантелюк И С;6894254723;0;0;0;0;135649;993;80826;79197;0;1972;0
янв;ИП Петровский;544848971;0;0;0;0;3900;65;2194;2149;0;190;0
янв;ИП Попов О А;238462558;0;0;0;0;3000;64;1080;1058;440;218;0
янв;ИП Порхало Ю В;6364764355;6658;4;5;-4;89627;1153;41448;40608;11;1404;0
янв;ИП Пшигоцкая Д А;360432594;0;0;0;0;4740;77;2887;2828;2;923;0
янв;ИП Рабаданов М З;7227433834;3030;1;0;0;67600;634;49456;48453;14;1056;0
янв;ИП Рамазанова Ш А;1825551450;0;0;0;0;17700;202;13694;13416;3;3359;0
янв;ИП Рашидов М К;9155199739;15077;11;2;-2;151900;2027;65517;64190;778;10219;0
янв;ИП Роман;6366525436;639781;458;4;3;51547;828;33386;32707;6598;3162;629
янв;ИП Рудов А Н;1365165843;0;0;0;0;11390;230;6150;6026;3;428;0
янв;ИП Рума;5727327255;5895;4;1;-1;58480;898;34161;33466;311;3606;0
янв;ИП Рыбалко А Б;3400347579;36823;58;49;810;31395;645;16753;16412;216;2614;0
янв;ИП Рычагов;547518521;41656;41;3;5;6480;133;2181;2136;6;92;0
янв;ИП Садуакас;4106598483;3288;2;0;0;28471;159;24588;24091;4612;943;0
янв;ИП Салихов А С;9001512129;3279;2;0;0;62196;757;47323;46361;1014;3822;0
янв;ИП Салихова К А;10613000025;0;0;0;0;82930;1529;53046;51962;7;8813;0
янв;ИП Сани;492477692;0;0;0;0;5080;104;2412;2363;0;379;0
янв;ИП Седова Т Н;4854923981;1081135;632;1164;2924;44420;651;28185;27612;440;1981;1046
янв;ИП Селимханов Т Т;1709771621;0;0;0;0;14400;225;9644;9448;1;1390;0
янв;ИП Сервис Плюс;4720347194;336092;254;354;24;47610;698;27534;26975;903;1672;0
янв;ИП Серманизова;2468539792;0;0;0;0;34000;78;30438;29823;4;3579;0
янв;ИП Сим С А;1579130766;0;0;15;-5;16800;301;6606;6470;0;0;0
янв;ИП Сквородин А А;5570378609;0;0;0;0;236707;1440;45724;44804;0;337;0
янв;ИП Смагулова;318626181;0;0;0;0;5000;52;2352;2304;0;4;0
янв;ИП Сорокин Александр Игоревич;4235871509;2851845;1931;1176;324;49822;802;26374;25838;2453;3725;5620
янв;ИП Студилко А А;4172355996;3111;10;0;0;14557;301;11034;10806;182;697;0
янв;ИП Сулейманов Р Р;311216918;0;0;0;0;2000;20;1596;1564;0;19;0
янв;ИП Сулейманова Аминат Абакаровна;1860274805;0;0;0;0;10750;132;8298;8130;0;127;0
янв;ИП Сулейманова Ф Р;319340884;0;0;0;0;2500;16;2100;2058;0;2;0
янв;ИП Сухарина А С;2410412548;1469521;1152;1725;430;32500;522;13317;13046;7143;786;7924
янв;ИП Сымбат;2039468681;0;0;0;0;18700;265;12435;12184;0;1261;0
янв;ИП Талдонов А Г;5894029462;0;0;0;0;70406;1166;45718;44789;14;17513;0
янв;ИП Талдонов В А;5895239572;0;0;0;0;71053;1166;46140;45203;2;17458;0
янв;ИП Талдонова В В;5792248834;0;0;0;0;68783;1131;44666;43755;2;16252;0
янв;ИП Талдонова О А;5816543486;0;0;0;0;68145;1131;44255;43354;11;16181;0
янв;ИП Талипов И М;213772500;0;0;0;0;2050;42;1180;1156;3;334;0
янв;ИП Таштаева Ф Р;426942066;0;0;0;0;4380;97;2183;2139;1;665;0
янв;ИП Темирбеков Д Т;581346603;0;0;0;0;7895;164;1364;1336;2;128;0
янв;ИП Темирболат;486023646;0;0;0;0;4949;135;1584;1551;0;405;0
янв;ИП Ткачук В Р;2066064919;0;0;0;0;26420;475;12238;11990;0;2025;0
янв;ИП Трофимов А М;520394965;0;0;0;0;3080;56;2217;2172;0;257;0
янв;ИП Трофимов А С;176884953;0;0;0;0;2800;71;786;770;3;485;0
янв;ИП Турманов;315162246;0;0;0;0;49000;95;2304;2257;0;12;0
янв;ИП Тюфтина Т А;459627476;0;0;0;0;7958;90;4344;4256;0;507;0
янв;ИП Тягулова;350903514;0;0;0;0;5660;91;3044;2982;2;1027;0
янв;ИП Ульянкызы;1854497311;2948;1;0;0;25000;314;12978;12715;359;1516;0
янв;ИП Умиралиева;1745875131;1524;1;0;0;14700;174;10485;10272;13;376;585
янв;ИП Усембеков Канат Мелдебекович;6021647199;0;0;0;0;51381;304;43157;42285;3320;126;1377
янв;ИП Усукеева;4452096314;1795011;766;157;42;35800;205;30771;30148;401;1487;0
янв;ИП Уткин П А;274441296;0;0;0;0;3990;46;2145;2102;0;90;0
янв;ИП Файзы А Х;240097370;0;0;0;0;2500;24;1890;1852;0;216;0
янв;ИП Хаджиев И С;264617277;0;0;0;0;1990;41;1174;1150;0;85;0
янв;ИП Хаким;317759034;0;0;0;0;1790;29;1263;1237;0;0;0
янв;ИП Халикова Р К;3298337341;9307;5;1;29;37187;550;19780;19378;36;2112;0
янв;ИП Хилоу Л А;268952774;0;0;0;0;2100;28;1512;1481;0;107;0
янв;ИП Хожамжар;315165607;0;0;0;0;45200;94;2551;2499;0;12;0
янв;ИП Цепляева Н Н;313590179;0;0;3;-1;2090;28;1504;1473;0;7;0
янв;ИП Цой О;283001644;1394;1;0;0;3000;52;1411;1382;6;76;0
янв;ИП Цыба Алексей Игоревич;936611811;363921;274;442;200;11632;205;5367;5258;3990;1031;0
янв;ИП Черемных А В;484002104;0;0;0;0;5000;96;2578;2526;21;413;0
янв;ИП Черникова Р В;3149614616;336;1;0;0;16600;369;10595;10378;2;723;0
янв;ИП Чернявская Т А;110685644;0;0;0;0;1600;56;691;677;0;914;0
янв;ИП Чобанян О С;5013214978;0;0;1;-1;82540;1138;33196;32522;4;2573;0
янв;ИП Чупанов М М;5755262660;31603;21;2;3;50000;998;30966;30333;950;8053;0
янв;ИП Чупанова Н Т;10664479013;0;0;0;0;80980;1355;53372;52284;4;3917;0
янв;ИП Шайх Заде С А;5574332271;17437;6;1;2;47499;319;39308;38513;37;525;0
янв;ИП Шанкозова;482364561;10288;8;85;35;7406;131;2532;2480;22;406;0
янв;ИП Шапиева Н Н;3710326118;0;0;0;0;99650;666;41928;41083;4;4425;0
янв;ИП Шаталова Е Г;71895659;0;0;0;0;7000;53;3276;3210;0;1035;0
янв;ИП Шахрузат;228115348;0;0;0;0;1990;28;1432;1403;0;273;0
янв;ИП Шелобанова Д Д;502585190;0;0;0;0;3410;92;1829;1792;0;345;0
янв;ИП Широкородов В И;3670110178;449069;364;495;406;44096;1081;16121;15790;984;5188;800
янв;ИП Шихмагомедов Ш А;1332892987;0;0;0;0;14150;196;10188;9982;0;3047;0
янв;ИП Шкуров И А;1963519166;68158;43;111;585;29600;457;10189;9983;41;535;500
янв;ИП Шувалова А В;326120102;0;0;0;0;5354;81;3117;3054;0;942;0
янв;ИП Эсманов Илья Петрович;1787733200;442186;327;507;937;48551;745;15376;15064;941;6550;585
янв;ИП Эшалиева Луиза Ивановна;6085855302;0;0;0;0;49981;314;41721;40876;0;29;1377
янв;ИП Яковлева А Д;1922361922;0;0;0;0;66520;500;10882;10662;0;0;0
янв;ИП Яневская М Ю;288099788;0;0;0;0;2636;16;2214;2169;0;69;0
янв;ИП Яневский Ю М;290689089;0;0;0;0;2297;16;1929;1890;0;65;0
янв;ИП Янишевский;176326453;699;1;0;0;1500;54;680;666;10;506;0
янв;Ильясов М. И.;1586557886;0;0;0;0;14683;224;10569;10355;0;3192;0
янв;Ип Жумахан;667061713;0;0;0;0;5791;139;3074;3011;0;895;0
янв;Ислам Запирович Раджабов;877218579;0;0;0;0;7899;104;5771;5653;1;1244;0
янв;К.а.а;6055355384;22932;14;1;-1;58650;400;49266;48268;2751;5575;0
янв;Косметика;178201730;0;0;0;0;1850;33;1225;1200;1;483;0
янв;Красота Залог Успеха;1688913143;1421;1;0;0;28600;513;7512;7359;3;1582;0
янв;Кучумов Казиахмед Аличубанович;1739207131;1462;1;2;-1;12300;184;9004;8821;22;1321;0
янв;Лукасевич Е. В.;1776699992;0;0;0;0;24893;286;12895;12634;0;336;0
янв;Лучший Магазин;298109995;4536;1;0;0;3200;5;3010;2949;3;53;0
янв;М.м.м.;1282673281;0;0;0;0;12900;64;10836;10618;0;0;0
янв;МБ;599581956;0;0;0;0;6550;84;4715;4619;0;1156;0
янв;МПГ;195404628;0;0;0;0;1680;28;1209;1184;0;417;0
янв;Магомедов А.А;919796433;0;0;0;0;16700;159;6622;6487;4;1060;0
янв;Магомедов К.р.;530399433;0;0;0;0;6900;105;3243;3177;0;252;0
янв;Магомедов Магомед Гаджимурадович;25332810691;1821;1;4;-4;328910;2699;243307;238394;72;23087;0
янв;Меджидов;13057652211;174139;97;21;18;167400;1632;121050;118602;5077;19502;388
янв;Мукаилов Вагиф Бейбалаевич;3946276131;0;0;0;0;130000;1057;23772;23292;6;499;0
янв;Муртузалиева Зубейдат Султановна;272587142;0;0;0;0;7000;73;1822;1785;2;99;0
янв;Мутаев Арсланбек Магомедрасулович;231849684;0;0;0;0;2200;45;1203;1178;2;255;0
янв;НМ;1179410381;0;0;0;0;9365;207;5410;5299;88;978;0
янв;НУР;1533037834;0;0;0;0;11100;227;6822;6682;5;948;0
янв;Нагметова Айна Абдужелиловна;465247087;0;0;0;0;3400;88;1944;1904;0;479;0
янв;Нуридинова Х.н.;2516310732;2553;1;0;0;48000;640;16964;16620;4;1706;0
янв;ООО Амрус;9987239827;4385217;1950;869;182;190835;2261;90080;88257;3350;9558;0
янв;ООО Бьюти Стар;7936717128;2244;2;0;0;87615;1266;54145;53047;12;7317;0
янв;ООО ДТС;5513975642;45513;33;3;-3;71420;1282;46132;45188;7626;25849;0
янв;ООО Джапандоставка;2755825319;0;0;1;-1;41919;391;26763;26222;0;2053;0
янв;ООО Добрый Вечер;6696474183;0;0;0;0;104493;1216;51691;50644;0;1907;0
янв;ООО Зеффиро;1222624689;11656;8;0;0;103895;774;72278;70818;515;30701;0
янв;ООО ИК ДЖИ ЭЙ Групп;3006025357;9748;7;27;50;33274;385;21554;21117;1;356;0
янв;ООО КО Экспо;8918111327;3794289;1900;1047;351;200024;2257;78654;77061;2223;9234;1190
янв;ООО Корекс;966725393;1782;1;1;-1;19000;239;7554;7401;53;793;0
янв;ООО Космос;4529548105;0;0;0;0;28400;268;23643;23162;0;1147;0
янв;ООО Космос Груп;5656044163;868976;682;249;487;94040;1930;44591;43680;3252;24759;440
янв;ООО Крем ШОП;5925389660;48561;33;0;0;65271;1075;29641;29039;94;1091;0
янв;ООО Куоре;813757047;2042;3;66;1187;4432;112;3190;3125;31;1430;0
янв;ООО Лайм;1781584348;252255;202;296;1000;25198;425;7279;7130;683;270;0
янв;ООО Сдэк Южный Урал;2649520341;1935561;1109;3755;10058;77108;862;15686;15368;4963;2641;750
янв;ООО Селлер Номер Один;243257218;0;0;0;0;1000;28;720;705;0;197;0
янв;ООО Табер Трейд;1397715674;127555;71;206;1242;38190;508;20245;19835;352;6238;138
янв;ООО Юлло;2221320509;0;0;0;0;12433;112;10440;10228;0;18;0
янв;ООО Юмаркет;4994027683;1367;1;4;56;38845;379;30082;29470;0;944;0
янв;Омаров Айгун Шамилович;2518965268;0;0;0;0;12000;152;9768;9566;0;84;0
янв;Омарова Патимат;514954623;0;0;0;0;6598;104;3122;3059;1;306;0
янв;Оригинал;388178744;0;0;0;0;3888;56;2799;2742;0;841;0
янв;Османов Магомед Абдулазизович;2674076720;0;0;0;0;24700;516;11839;11596;10;1141;0
янв;Осоо Корея Глобал;5163753534;1962466;1506;2168;899;62540;1211;22695;22232;761;1904;0
янв;Райская Сказка;1900504032;0;0;0;0;17033;188;11989;11747;0;51;0
янв;Рамазанов Рамазан Меджидович;5456107445;2225;2;1;29;68150;1029;41787;40939;99;10428;0
янв;Рамазанова Эльзира Магомедовна;1955252506;4076;4;0;0;20550;351;13321;13051;40;4130;0
янв;Расул;17966632638;0;0;0;0;310799;2340;229991;225347;1;35779;0
